,carat,cut,color,clarity,depth,table,price,x,y,z
14744,1.26,Ideal,G,SI2,60.9,55,5937,7,7.05,4.28
14745,1.19,Ideal,F,SI1,62.1,56,5937,6.81,6.84,4.24
14746,1.24,Ideal,H,SI2,59.5,61,5937,6.98,7.03,4.17
14747,1.14,Ideal,H,VS2,61.6,56,5937,6.72,6.68,4.13
14749,1.14,Ideal,H,VS2,61.7,57,5937,6.73,6.68,4.14
14752,1.23,Ideal,H,SI1,62.3,57,5938,6.85,6.89,4.28
14753,1.11,Ideal,E,SI2,61.4,58,5938,6.63,6.66,4.08
14754,1,Ideal,E,SI1,61.7,55,5938,6.44,6.49,3.99
14758,1.01,Ideal,D,SI1,62,57,5939,6.44,6.37,3.97
14760,1.01,Ideal,D,SI1,60.8,56,5939,6.54,6.48,3.96
14771,1.17,Ideal,F,SI1,62.2,56,5944,6.73,6.71,4.18
14772,1.06,Ideal,D,SI1,62.7,54,5946,6.52,6.55,4.1
14776,1.01,Ideal,G,VS2,62.4,56,5946,6.42,6.39,4
14777,0.99,Ideal,F,VS1,61,55,5947,6.46,6.52,3.96
14782,1.21,Ideal,H,SI1,62.4,56,5948,6.85,6.8,4.26
14784,1.17,Ideal,D,SI2,62.7,57,5949,6.72,6.7,4.21
14794,1.23,Ideal,H,SI2,60.6,57,5951,6.98,6.94,4.22
14797,1.04,Ideal,D,SI1,61.7,57,5952,6.55,6.51,4.03
14806,1.22,Ideal,I,VS2,62.5,57,5960,6.83,6.9,4.29
14807,1.11,Ideal,E,SI2,60.6,56,5962,6.76,6.78,4.1
14808,1.3,Ideal,H,VS1,62.2,57,5962,7.01,6.98,4.35
14813,1.2,Ideal,E,SI2,62.5,55,5964,6.77,6.84,4.25
14821,1,Ideal,G,VS2,62.6,57,5967,6.47,6.4,4.03
14822,1.35,Ideal,J,VS2,61.4,57,5969,7.13,7.1,4.37
14823,1.38,Ideal,J,SI2,62.6,56,5969,7.05,7.16,4.45
14827,1.21,Ideal,H,SI1,61.2,57,5973,6.86,6.93,4.22
14828,1.01,Ideal,E,SI1,62.2,57,5973,6.41,6.35,3.97
14832,1.03,Ideal,F,SI1,62,56,5974,6.47,6.5,4.02
14836,1.25,Ideal,J,VVS2,61.1,57,5975,6.91,6.94,4.23
14842,1.24,Ideal,I,SI1,61.1,60,5976,6.94,6.91,4.23
14843,1.24,Ideal,I,SI1,62.4,57,5976,6.89,6.87,4.29
14846,0.9,Ideal,G,VVS1,62.8,56,5978,6.12,6.18,3.86
14850,1.25,Ideal,J,VVS2,62.1,56,5980,6.81,6.84,4.24
14853,1.07,Ideal,F,SI1,62.7,56,5982,6.47,6.53,4.08
14854,0.95,Ideal,E,VS1,61.5,57,5983,6.28,6.3,3.87
14859,1.22,Ideal,H,SI1,61.9,56,5985,6.86,6.83,4.24
14876,0.92,Ideal,G,VS2,62,57,5989,6.21,6.24,3.86
14877,1.15,Ideal,H,VS2,62.6,57,5989,6.75,6.69,4.21
14879,1.16,Ideal,E,SI2,61.9,55,5991,6.71,6.77,4.17
14880,0.93,Ideal,E,SI1,61.9,56,5992,6.24,6.27,3.87
14883,1.05,Ideal,H,VS2,61.4,55,5993,6.53,6.57,4.02
14884,1.04,Ideal,H,VS2,61.8,55,5994,6.51,6.52,4.03
14885,1.54,Ideal,I,SI2,61.4,55,5994,7.52,7.43,4.59
14886,1.01,Ideal,G,VS2,61.7,57,5995,6.48,6.45,3.99
14887,1.28,Ideal,G,SI2,61.4,57,5995,6.99,6.96,4.28
14889,1.21,Ideal,F,SI2,61.8,57,5996,6.82,6.87,4.23
14890,1.2,Ideal,G,SI1,60.5,56,5996,6.84,6.87,4.15
14891,1.33,Ideal,J,SI1,62.5,56,5996,7.05,6.99,4.39
14896,1.26,Ideal,H,SI2,61,56,5998,6.99,6.95,4.25
14907,1.01,Ideal,G,VS2,61.8,56,5999,6.42,6.45,3.98
14915,0.8,Ideal,D,VVS2,61.9,56,6004,5.91,5.95,3.67
14917,1.23,Ideal,G,SI2,58.8,60,6005,7.01,7.08,4.14
14920,1.2,Ideal,E,SI2,61.3,56,6006,6.85,6.88,4.21
14929,1.34,Ideal,J,VS1,62,57,6010,7.12,7.04,4.39
14930,1.04,Ideal,G,VS2,62.5,57,6012,6.45,6.54,4.06
14933,1.22,Ideal,I,SI1,61.7,57,6012,6.85,6.82,4.22
14935,1.17,Ideal,I,VS1,62.2,53,6013,6.78,6.81,4.23
14936,1.18,Ideal,H,SI1,61.4,55,6013,6.84,6.78,4.18
14937,1.23,Ideal,J,VS2,61.2,57,6015,6.93,6.88,4.23
14938,1.21,Ideal,G,SI2,62,56,6017,6.83,6.81,4.23
14940,0.9,Ideal,E,VS2,62.3,57,6018,6.16,6.19,3.85
14948,1.01,Ideal,G,VS2,60.8,59,6019,6.52,6.5,3.96
14949,1.01,Ideal,G,VS2,62.5,57,6019,6.43,6.4,4.01
14958,1.01,Ideal,G,VS2,59.7,57,6024,6.49,6.44,3.86
14959,1.21,Ideal,H,SI1,62.6,53,6025,6.87,6.8,4.28
14962,1.21,Ideal,G,VS1,62.5,57,6025,6.77,6.7,4.21
14967,1.01,Ideal,G,VS2,63,57,6027,6.42,6.35,4.02
14971,1.25,Ideal,H,SI2,61.6,55,6030,6.89,6.94,4.26
14983,1.16,Ideal,H,SI1,62.2,54,6036,6.72,6.75,4.19
14991,0.99,Ideal,F,SI1,62.1,58,6038,6.33,6.4,3.95
14993,1.01,Ideal,F,SI1,62.7,54,6039,6.38,6.44,4.02
14995,1.02,Ideal,D,SI1,61.2,56,6040,6.51,6.56,4
14996,1.07,Ideal,G,VS2,62.2,57,6040,6.55,6.5,4.06
15003,1,Ideal,E,VS2,62,55,6043,6.42,6.38,3.97
15004,1.09,Ideal,E,SI1,61.1,55,6043,6.7,6.66,4.08
15005,1.03,Ideal,F,SI1,61.3,57,6044,6.47,6.53,3.98
15007,1.13,Ideal,H,VS2,62,57,6045,6.61,6.69,4.12
15008,1.27,Ideal,G,SI2,61.8,56,6045,6.96,6.93,4.29
15009,1.26,Ideal,G,SI2,60.9,55,6046,7.05,7,4.28
15011,1.23,Ideal,H,SI1,62.3,57,6046,6.89,6.85,4.28
15021,1,Ideal,E,VS2,61.9,56,6048,6.45,6.4,3.98
15028,1.35,Ideal,J,VS1,62.3,54,6048,7.17,7.06,4.43
15031,0.3,Ideal,G,VS1,61.7,57,605,4.3,4.32,2.66
15033,0.3,Ideal,F,VS2,62,54,605,4.31,4.34,2.68
15036,0.3,Ideal,F,VS2,61.9,55,605,4.31,4.32,2.67
15039,0.3,Ideal,H,VVS2,61.1,55,605,4.32,4.36,2.65
15042,0.3,Ideal,G,VS1,61.9,56,605,4.29,4.34,2.67
15047,0.3,Ideal,F,VS2,62,55,605,4.31,4.33,2.68
15049,0.3,Ideal,G,VS1,62,54,605,4.3,4.35,2.68
15050,0.3,Ideal,H,VVS2,62.1,56,605,4.28,4.32,2.67
15051,0.3,Ideal,F,VS2,61.4,57,605,4.34,4.36,2.67
15052,0.3,Ideal,G,VS1,59.9,56,605,4.37,4.41,2.63
15057,0.3,Ideal,G,VS1,61.4,57,605,4.29,4.34,2.65
15058,0.3,Ideal,F,VS2,61.6,57,605,4.3,4.33,2.66
15061,1.07,Ideal,F,SI1,62.3,53,6049,6.57,6.59,4.1
15064,1.22,Ideal,J,VS2,61,55,6052,6.92,6.96,4.23
15067,1.06,Ideal,D,SI1,62.7,54,6055,6.55,6.52,4.1
15075,1.03,Ideal,F,SI1,61.3,56,6059,6.51,6.55,4
15077,1.12,Ideal,I,VS1,60.9,57,6060,6.7,6.73,4.09
15078,1.06,Ideal,I,VS1,61.8,56,6060,6.5,6.57,4.05
15079,1.07,Ideal,E,SI2,62.5,57,6060,6.56,6.5,4.08
15086,1.22,Ideal,I,SI1,61.7,55.2,6062,6.84,6.9,4.24
15089,1.02,Ideal,H,VS2,61.8,55,6065,6.48,6.51,4.01
15090,1.11,Ideal,G,SI1,60.8,57,6065,6.83,6.77,4.14
15094,1.01,Ideal,G,VS1,62.4,56,6066,6.37,6.42,3.99
15097,1.25,Ideal,I,SI1,59.6,59,6066,7.01,7.09,4.2
15099,1.21,Ideal,H,SI1,61.1,57,6069,6.83,6.91,4.2
15100,1.06,Ideal,I,VVS2,62.2,55,6069,6.51,6.55,4.06
15101,1.42,Ideal,I,VS2,62.9,57,6069,7.21,7.07,4.49
15104,1.14,Ideal,D,SI1,60.9,56,6070,6.75,6.81,4.13
15112,1,Ideal,D,SI1,62.7,57,6073,6.34,6.38,3.99
15116,1.13,Ideal,H,SI1,61.5,56,6075,6.69,6.71,4.12
15118,1.18,Ideal,H,SI1,61.6,55.5,6076,6.77,6.85,4.19
15119,1.24,Ideal,I,VS2,62,55,6076,6.9,6.87,4.27
15122,1.11,Ideal,I,VS1,61,57,6077,6.68,6.72,4.09
15123,1.08,Ideal,D,SI1,61.8,56,6078,6.62,6.69,4.11
15126,1.34,Ideal,H,VS2,61.2,56,6078,7.09,7.05,4.33
15130,1.07,Ideal,H,VS1,62.3,55,6082,6.59,6.54,4.09
15132,1.16,Ideal,H,SI1,61.8,54,6084,6.74,6.81,4.19
15133,1.25,Ideal,J,VVS2,61.1,57,6084,6.94,6.91,4.23
15141,1.12,Ideal,F,SI1,61.6,56,6087,6.66,6.72,4.12
15145,1.23,Ideal,H,SI2,62.1,55.9,6088,6.82,6.85,4.24
15148,1.52,Ideal,J,SI2,62.7,56,6089,7.28,7.2,4.54
15151,1.11,Ideal,I,SI1,61.7,57,6090,6.61,6.64,4.09
15153,1.37,Ideal,J,SI2,62.2,55,6091,7.07,7.11,4.41
15161,1.14,Ideal,H,VS2,62.6,56,6095,6.68,6.65,4.17
15163,1.54,Ideal,H,SI2,61.8,57,6095,7.43,7.35,4.57
15164,1.24,Ideal,H,SI1,62.5,56,6095,6.92,6.88,4.31
15167,1.44,Ideal,G,I1,63.2,55,6096,7.21,7.18,4.54
15169,1.01,Ideal,D,SI1,63,57,6097,6.43,6.34,4.02
15171,1.29,Ideal,I,SI2,61.9,57,6097,6.99,7.04,4.34
15172,1.29,Ideal,J,SI1,61.5,57,6097,7,7.06,4.32
15188,1.21,Ideal,H,SI2,61.1,56,6098,6.92,6.87,4.21
15192,1.23,Ideal,J,VS1,62.2,55,6100,6.83,6.86,4.26
15198,1.01,Ideal,G,VS2,61.7,57,6104,6.48,6.45,3.99
15200,1.21,Ideal,F,SI2,61.8,57,6105,6.87,6.82,4.23
15201,1.15,Ideal,H,SI1,62.4,54,6106,6.71,6.76,4.2
15206,1.01,Ideal,G,VS2,62.4,56,6108,6.41,6.37,3.99
15210,1.01,Ideal,G,VS2,61.8,56,6108,6.45,6.42,3.98
15211,1.01,Ideal,G,VS2,62.7,56,6108,6.43,6.39,4.02
15212,1.01,Ideal,G,VS2,61.9,55,6108,6.49,6.46,4.01
15220,1.12,Ideal,H,VS2,61.8,55,6110,6.64,6.7,4.12
15222,1.24,Ideal,F,SI2,61.7,57,6111,6.91,6.86,4.25
15225,1.04,Ideal,D,SI1,61.9,57,6112,6.51,6.54,4.04
15226,1.18,Ideal,G,SI1,62.5,55,6112,6.77,6.74,4.22
15229,1.06,Ideal,E,SI1,61.8,56,6114,6.59,6.52,4.05
15241,1.33,Ideal,J,VS1,61.3,57,6118,7.11,7.08,4.35
15249,1.03,Ideal,H,VS2,61.2,56,6123,6.5,6.53,3.98
15252,1.35,Ideal,J,SI1,61.9,56,6124,7.1,7.08,4.39
15262,1.06,Ideal,G,VS2,61.8,57,6128,6.52,6.56,4.04
15263,1.11,Ideal,D,SI2,61.3,56,6129,6.68,6.74,4.12
15275,1.01,Ideal,G,VS2,59.8,61,6132,6.51,6.54,3.9
15276,1.01,Ideal,G,VS2,60.4,61,6132,6.45,6.5,3.91
15277,1.22,Ideal,F,SI2,61.7,54.9,6132,6.84,6.9,4.24
15278,1.01,Ideal,E,SI1,61.1,55,6132,6.47,6.52,3.97
15282,1.04,Ideal,H,VS2,62.2,57,6133,6.46,6.49,4.03
15283,1,Ideal,H,VS2,61.2,60,6133,6.4,6.45,3.93
15284,1.13,Ideal,G,SI1,62,55,6133,6.68,6.71,4.15
15285,1.09,Ideal,D,SI1,61.9,57,6133,6.57,6.61,4.08
15286,1.09,Ideal,D,SI1,62.7,56,6133,6.55,6.59,4.12
15288,1.21,Ideal,H,VS2,63,57,6134,6.73,6.7,4.23
15289,1.21,Ideal,I,VS2,62,60,6135,6.77,6.84,4.22
15290,1.66,Ideal,F,I1,62.1,58,6135,7.6,7.56,4.71
15294,1.17,Ideal,G,VS2,61.5,57,6139,6.86,6.8,4.2
15295,1.4,Ideal,J,SI1,62.7,57,6139,7.13,7.09,4.46
15297,1.2,Ideal,D,SI2,60.2,57,6140,6.88,6.93,4.16
15304,1.12,Ideal,I,SI1,60.3,57,6143,6.74,6.79,4.08
15308,1.03,Ideal,G,VS2,59.6,57,6146,6.65,6.6,3.95
15310,1.1,Ideal,F,SI1,61.4,55,6146,6.65,6.68,4.09
15325,1.23,Ideal,H,SI2,62.4,57,6152,6.79,6.84,4.25
15334,1.02,Ideal,D,SI1,61.3,56,6157,6.48,6.53,3.99
15336,1.02,Ideal,D,SI1,62.8,56,6158,6.44,6.39,4.03
15337,1.01,Ideal,G,VS2,61.6,57,6159,6.41,6.44,3.96
15349,1.2,Ideal,G,SI1,61.5,54,6160,6.85,6.87,4.22
15359,1.05,Ideal,H,VS2,62.6,56,6165,6.45,6.5,4.05
15361,0.3,Ideal,H,VVS2,61.3,56,605,4.33,4.35,2.66
15364,0.3,Ideal,G,VS1,61.5,56,605,4.28,4.34,2.65
15368,0.3,Ideal,F,VS2,60.9,56,605,4.32,4.35,2.64
15372,0.3,Ideal,F,VS2,62.1,55,605,4.26,4.31,2.66
15376,0.4,Ideal,J,VS1,61.3,56,606,4.77,4.79,2.93
15378,0.35,Ideal,I,SI1,61.3,54,606,4.56,4.51,2.78
15381,0.3,Ideal,D,VS2,61.8,55,606,4.32,4.35,2.68
15382,0.3,Ideal,D,VS2,59.5,56,606,4.37,4.41,2.61
15384,0.37,Ideal,E,SI1,61.4,56,606,4.6,4.65,2.84
15390,0.29,Ideal,H,VVS2,61.6,55,607,4.27,4.29,2.64
15394,1.1,Ideal,F,VS2,60,57,6166,6.76,6.71,4.04
15397,1.12,Ideal,E,SI2,61.6,56,6168,6.69,6.71,4.13
15399,1.2,Ideal,H,SI1,61.9,54,6169,6.8,6.86,4.23
15403,1.02,Ideal,G,VS2,62.8,57,6169,6.46,6.41,4.04
15408,1.02,Ideal,G,VS2,61.9,53,6169,6.5,6.48,4.02
15414,1.04,Ideal,G,VVS2,61.4,57,6173,6.52,6.44,3.98
15418,1.49,Ideal,F,I1,62.6,54,6175,7.31,7.28,4.57
15423,1.01,Ideal,G,VS1,62.9,57,6176,6.43,6.39,4.03
15426,1.04,Ideal,G,VS2,62.6,55,6177,6.45,6.49,4.05
15427,1.04,Ideal,G,VS2,61.4,57,6177,6.5,6.53,4
15434,1.03,Ideal,F,SI1,62.4,57,6178,6.48,6.44,4.03
15435,1.21,Ideal,H,SI1,61.1,57,6180,6.91,6.83,4.2
15447,1.23,Ideal,I,SI1,61.1,58,6183,6.86,6.91,4.21
15449,1.03,Ideal,F,SI1,62.1,56,6183,6.5,6.46,4.03
15451,1.54,Ideal,G,I1,61.6,55,6186,7.4,7.43,4.57
15452,1.26,Ideal,J,VVS1,61.4,60,6186,6.92,6.95,4.26
15461,1.33,Ideal,J,VS1,62.4,55,6190,7.02,7.05,4.39
15462,1.21,Ideal,D,SI2,62,57,6190,6.81,6.83,4.23
15463,1.18,Ideal,I,VS2,62.3,55.6,6191,6.73,6.76,4.21
15464,1.02,Ideal,D,SI1,62.3,57,6191,6.41,6.44,4
15475,1.05,Ideal,D,SI1,60.7,60,6196,6.52,6.56,3.97
15479,1.23,Ideal,H,SI2,60.6,56,6199,6.94,6.92,4.2
15480,1.35,Ideal,I,SI1,62.3,57,6199,7.11,7.05,4.41
15481,1.23,Ideal,H,SI2,62.1,56,6199,6.85,6.82,4.24
15482,1.07,Ideal,F,SI1,62.3,56,6200,6.51,6.53,4.06
15483,1.22,Ideal,J,VS1,61.4,58,6201,6.85,6.87,4.21
15487,1.08,Ideal,D,SI1,61.3,56,6203,6.63,6.72,4.09
15497,1.12,Ideal,G,VS2,62.1,57,6209,6.6,6.63,4.11
15498,1,Ideal,F,VS2,62.8,57,6209,6.35,6.3,3.97
15505,1.2,Ideal,I,VS1,62.1,56.5,6210,6.8,6.84,4.23
15530,1.12,Ideal,H,VS2,61.8,55,6222,6.7,6.64,4.12
15538,1.09,Ideal,I,VS1,61.8,55,6225,6.59,6.62,4.08
15539,1.09,Ideal,I,VS1,61.4,56,6225,6.61,6.66,4.07
15540,1.31,Ideal,H,SI2,62.3,56,6225,7,6.97,4.35
15543,1.03,Ideal,G,VS2,60.3,56,6229,6.59,6.55,3.96
15545,0.9,Ideal,E,VS1,61.7,56,6230,6.19,6.22,3.83
15546,1.24,Ideal,I,SI1,62,58,6232,6.83,6.88,4.25
15550,1,Ideal,G,VS2,58.9,60,6235,6.53,6.58,3.86
15557,0.9,Ideal,G,VVS1,62.9,56,6237,6.11,6.19,3.87
15564,1.01,Ideal,G,VS2,61.6,56,6239,6.43,6.46,3.97
15565,1.26,Ideal,H,SI2,62,55,6239,6.9,6.97,4.29
15566,1.06,Ideal,G,VS2,61.8,57,6240,6.56,6.52,4.04
15567,1.03,Ideal,G,VS2,61.8,56,6241,6.54,6.48,4.02
15568,1.11,Ideal,D,SI2,61.3,56,6241,6.74,6.68,4.12
15579,1.06,Ideal,F,SI1,61.7,55.1,6249,6.56,6.58,4.06
15580,1.03,Ideal,D,SI1,61.9,57,6250,6.52,6.54,4.04
15589,1.39,Ideal,J,VS2,60.3,57,6252,7.24,7.26,4.37
15591,1.24,Ideal,H,SI1,61.3,57,6254,6.95,6.89,4.24
15592,1.04,Ideal,H,VS1,62.2,56.6,6255,6.43,6.49,4.02
15593,1.05,Ideal,H,SI1,61.3,57,6255,6.51,6.54,4
15594,1.53,Ideal,I,SI2,61.8,56,6255,7.4,7.35,4.56
15602,1.01,Ideal,D,SI1,62.2,54,6257,6.42,6.45,4
15603,1.09,Ideal,D,SI1,62.8,54,6259,6.6,6.62,4.15
15604,1.04,Ideal,E,SI1,62.6,53,6260,6.49,6.52,4.07
15605,1.38,Ideal,J,SI1,61.8,56,6260,7.17,7.14,4.42
15611,1.21,Ideal,F,VS2,62.6,55,6261,6.81,6.74,4.24
15612,1,Ideal,E,VS2,62,56,6261,6.42,6.36,3.96
15617,1.02,Ideal,H,SI1,61.8,57,6264,6.43,6.46,3.98
15638,1.01,Ideal,G,VS2,61.6,57,6271,6.44,6.41,3.96
15641,1.18,Ideal,I,VS1,62.2,55,6272,6.8,6.77,4.22
15645,1,Ideal,G,VS2,62.3,54,6272,6.42,6.38,3.99
15651,1.19,Ideal,H,SI1,62,56.4,6275,6.77,6.81,4.2
15653,1.26,Ideal,F,SI2,62.7,58,6277,6.91,6.87,4.32
15659,1.05,Ideal,I,VS2,62.2,55.8,6279,6.49,6.52,4.04
15660,1.21,Ideal,I,VS1,60.3,60,6279,6.89,6.93,4.17
15663,1.35,Ideal,J,SI1,62.3,57,6281,7.02,7.08,4.39
15672,1.04,Ideal,G,VS2,62,59,6286,6.43,6.5,4.01
15673,1.04,Ideal,G,VS2,59.4,58,6286,6.63,6.67,3.95
15677,1.23,Ideal,E,SI2,61.2,55,6288,6.92,7.01,4.26
15678,1.32,Ideal,J,VS2,62.3,57,6288,6.96,7,4.35
15679,1.09,Ideal,H,VS2,61.3,56,6288,6.57,6.63,4.05
15686,1.23,Ideal,D,SI2,60.6,54,6289,6.97,7.02,4.24
15687,1.23,Ideal,D,SI2,62.4,56,6289,6.81,6.87,4.27
15689,1.04,Ideal,G,VS2,61.4,57,6290,6.53,6.5,4
15691,0.29,Ideal,G,VVS2,61.4,57,607,4.27,4.3,2.63
15692,0.29,Ideal,G,VVS2,60.7,54,607,4.33,4.37,2.64
15693,0.29,Ideal,G,VVS2,61.9,56,607,4.24,4.25,2.62
15694,0.36,Ideal,I,VVS1,61.6,56,607,4.58,4.61,2.83
15695,0.29,Ideal,H,VVS1,62.1,55,607,4.28,4.3,2.66
15696,0.29,Ideal,G,VVS1,62.3,55,607,4.25,4.29,2.66
15697,0.29,Ideal,G,VVS1,62.8,54,607,4.21,4.24,2.65
15698,0.35,Ideal,F,SI1,61.5,54,607,4.57,4.6,2.82
15699,0.29,Ideal,H,IF,62.2,55,607,4.25,4.28,2.65
15700,0.29,Ideal,H,IF,60.7,57,607,4.3,4.33,2.62
15701,0.29,Ideal,H,IF,62.1,55,607,4.26,4.29,2.65
15702,0.34,Ideal,G,SI1,62.7,57,607,4.51,4.48,2.82
15714,0.37,Ideal,G,SI1,61,56,608,4.61,4.68,2.84
15720,0.3,Ideal,I,VS1,61.6,56,608,4.36,4.31,2.67
15721,1.04,Ideal,G,VS2,61.8,56,6290,6.5,6.47,4.01
15722,1.04,Ideal,G,VS2,61.9,57,6290,6.5,6.46,4.01
15724,1.04,Ideal,G,VS2,62.6,55,6290,6.49,6.45,4.05
15726,1,Ideal,G,VS1,62.9,57,6290,6.36,6.32,3.99
15731,0.95,Ideal,F,SI1,61.7,56,6291,6.31,6.34,3.9
15733,1.11,Ideal,E,SI1,61.4,58,6291,6.66,6.62,4.08
15734,1.21,Ideal,I,VS1,60.5,58,6292,6.95,6.89,4.19
15737,1.01,Ideal,G,VS2,62,54.9,6295,6.41,6.44,3.99
15738,1.01,Ideal,G,VS2,59.6,59,6295,6.52,6.57,3.9
15739,1.01,Ideal,G,VS2,62,57,6295,6.4,6.44,3.98
15740,1.01,Ideal,G,VS2,60.6,58,6295,6.44,6.5,3.92
15748,1.03,Ideal,D,SI1,62.2,56,6299,6.48,6.45,4.02
15749,1.54,Ideal,G,I1,61.6,55,6299,7.43,7.4,4.57
15754,1.29,Ideal,H,SI2,61.6,54,6300,7,7.02,4.32
15755,1.15,Ideal,I,SI1,61.9,56,6300,6.68,6.72,4.15
15756,1.15,Ideal,I,SI1,61.8,55,6300,6.73,6.76,4.17
15759,1.25,Ideal,G,SI2,61.5,56,6300,7,6.92,4.28
15763,1.21,Ideal,H,VS2,62.9,57,6302,6.8,6.75,4.26
15765,0.9,Ideal,G,VVS2,61.6,56,6302,6.2,6.23,3.83
15766,1.2,Ideal,I,VS2,61.1,58,6303,6.83,6.86,4.18
15768,1.34,Ideal,D,I1,61.7,55,6303,7.12,7.08,4.38
15769,1.18,Ideal,I,VS2,62.3,56,6304,6.76,6.73,4.21
15770,1.02,Ideal,F,VS2,61.5,57,6306,6.48,6.5,3.99
15775,1.28,Ideal,I,VS2,61.4,57,6308,7.04,6.97,4.3
15776,1.12,Ideal,H,VS1,61.9,57,6309,6.66,6.69,4.13
15780,1.15,Ideal,G,SI1,62,55,6313,6.72,6.76,4.18
15785,1.05,Ideal,E,SI1,60.7,55,6316,6.62,6.67,4.03
15787,1.12,Ideal,I,VVS2,61.6,54,6317,6.72,6.74,4.14
15788,1.02,Ideal,H,VS1,61.4,57,6317,6.47,6.44,3.97
15795,1.71,Ideal,J,SI1,62.8,57,6320,7.58,7.55,4.75
15798,1.29,Ideal,G,SI2,61.5,55,6321,7.03,6.99,4.31
15799,1.17,Ideal,G,VS2,62.2,57,6321,6.75,6.72,4.19
15800,1.12,Ideal,G,VS2,62.1,57,6322,6.63,6.6,4.11
15805,1.17,Ideal,H,VS2,60.3,61,6324,6.84,6.8,4.11
15806,1.07,Ideal,G,VS2,61.1,59,6324,6.62,6.57,4.03
15807,1,Ideal,E,SI1,62.4,55,6324,6.34,6.42,3.98
15808,1.2,Ideal,I,VS1,62.1,57,6324,6.84,6.8,4.23
15814,1.29,Ideal,J,SI1,61.6,57,6327,6.98,7.01,4.32
15817,1.18,Ideal,E,SI2,60.9,57,6328,6.86,6.89,4.19
15820,1,Ideal,G,VS2,60.5,56,6328,6.54,6.49,3.94
15824,1.26,Ideal,J,VS1,62.2,58,6332,6.88,6.92,4.29
15828,1.02,Ideal,G,VS2,60.6,56,6333,6.56,6.52,3.96
15832,1.3,Ideal,J,VS1,62.3,57,6334,7.06,6.97,4.37
15834,1.19,Ideal,G,SI1,62.3,55,6335,6.76,6.81,4.23
15842,1.31,Ideal,J,SI1,62.5,56,6337,6.95,7.04,4.37
15844,1.31,Ideal,I,VS2,62.4,57,6338,6.93,6.97,4.34
15845,0.81,Ideal,F,IF,61.5,55,6338,5.98,6.05,3.7
15846,1.37,Ideal,J,SI1,62.1,55,6339,7.13,7.16,4.44
15848,1.01,Ideal,G,VS2,62.4,57,6340,6.39,6.36,3.98
15849,1.02,Ideal,D,SI1,62.2,56,6340,6.43,6.47,4
15852,1.04,Ideal,G,VS2,62,57,6342,6.49,6.5,4.03
15854,1.02,Ideal,E,SI1,62.6,57,6342,6.41,6.44,4.02
15857,1.37,Ideal,I,VS2,61.5,56,6343,7.14,7.11,4.38
15858,1.22,Ideal,E,SI2,62.7,57,6343,6.84,6.81,4.28
15861,1.1,Ideal,H,VS2,62.7,56,6344,6.58,6.63,4.14
15864,1.01,Ideal,E,SI1,60.8,56,6346,6.53,6.47,3.95
15865,1.01,Ideal,E,SI1,61.1,57,6346,6.5,6.47,3.96
15868,1.14,Ideal,G,SI2,62.3,56,6346,6.66,6.69,4.16
15869,1.21,Ideal,H,SI2,62.1,58,6347,6.78,6.84,4.23
15870,1,Ideal,G,VS1,62.2,56,6349,6.35,6.41,3.97
15871,1,Ideal,G,VS1,62.7,54,6349,6.37,6.42,4.01
15877,1.4,Ideal,J,SI1,62.1,57,6350,7.17,7.14,4.44
15878,1.05,Ideal,G,VS2,61.7,56,6350,6.54,6.52,4.03
15879,1.26,Ideal,I,VS2,62.6,55,6350,6.96,6.91,4.34
15886,1.02,Ideal,G,VS2,62.5,57,6352,6.41,6.45,4.02
15887,1.25,Ideal,I,SI1,61,56,6352,6.97,7.02,4.27
15893,1.01,Ideal,G,VS2,61.6,56,6353,6.46,6.43,3.97
15901,1.07,Ideal,G,VS2,62.2,57,6355,6.53,6.55,4.07
15904,1.02,Ideal,G,VS2,60.5,57,6356,6.51,6.55,3.95
15908,0.92,Ideal,F,VS1,61.3,56,6360,6.26,6.3,3.85
15913,1.26,Ideal,G,SI2,61.8,57,6362,6.93,6.95,4.29
15915,1.06,Ideal,F,SI1,61.7,55,6363,6.58,6.56,4.06
15918,1.39,Ideal,J,VS2,60.3,57,6366,7.26,7.24,4.37
15926,1.04,Ideal,H,VS1,62.5,53,6368,6.5,6.52,4.07
15927,1.04,Ideal,H,VS1,62,54,6368,6.52,6.54,4.05
15928,1.17,Ideal,H,SI1,61.1,57,6368,6.77,6.83,4.16
15934,1.25,Ideal,G,SI2,61.1,55,6371,6.95,6.99,4.26
15935,1.22,Ideal,D,SI2,61.8,58,6372,6.84,6.92,4.25
15936,1.29,Ideal,I,SI1,61.9,56,6372,6.97,7.03,4.33
15943,1,Ideal,G,VS2,62.4,59,6377,6.36,6.4,3.98
15944,1.66,Ideal,J,SI2,60.8,57,6377,7.68,7.65,4.66
15946,1,Ideal,G,VS1,62.6,56,6377,6.39,6.36,3.99
15948,1.18,Ideal,I,VVS1,59.7,54,6378,6.92,6.99,4.15
15950,1.2,Ideal,I,VS1,61.5,59,6380,6.82,6.84,4.2
15951,1.24,Ideal,I,SI1,60.6,59,6381,6.97,7.03,4.24
15955,1.27,Ideal,E,SI2,60.2,57,6383,7.09,7.14,4.28
15956,1.51,Ideal,H,SI2,61.7,57,6384,7.39,7.36,4.55
15961,1.1,Ideal,G,VS2,62.3,56,6387,6.63,6.59,4.12
